CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 3511 Energy And Water Management,BP 3511 Year Adopted,BP 3511 Year of Policy Update if applicable,BP 3511 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP3511: Path to PDF,BP3511: PDF Text
12630320000000,Humboldt,South Bay Union Elementary,Town,Elementary School District,828,76,1,1994,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031023&revid=d7qplus9cd4JIylfy0SrLYOHw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,0.0,1,1,0,0,1.0,4.0,0,4.0,0.0,3.0,0.0,7.0,South_Bay_Union_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 12081994 last revised date 10102019 governing board recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program cf 3100 budget cf 3300 expenditure purchase cf 35111 integrated waste management cf3512 equipment cf61425 environmental education cf 3510green school operation cf 0200goals school district superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee may provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment cf 1150commendations award cf 7110 facility master plan cf 7111 evaluating existing building superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement storm water management superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 cf 3514 environmental safety cf 35141 hazardous substance cf 35142 integrated pest management superintendent designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation may submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service board policy manual south bay union school district superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider cf 0450 comprehensive safety plan cf 3516 emergency disaster preparedness plan cf 35165 emergency schedule
12630400000000,Humboldt,Southern Humboldt Joint Unified,Rural,Unified School District,645,71,1,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030455&revid=DvT9KVslshvrw50kplusdqYwbvKg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,0.0,0,0,0,1,1.0,4.0,0,4.0,0.0,2.5,0.5,7.0,Southern_Humboldt_Joint_Unified_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 03252010 board trustee recognizes importance minimizing district s use natural resource providing highquality environment promotes health productivity effectively managing district s fiscal resource end superintendent designee shall develop resource management program includes strategy implementing effective sustainable resource practice exploring renewable clean energy technology reducing energy water consumption minimizing utility cost reducing amount waste consumable material encouraging recycling green procurement practice promoting conservation principle cf 3100 budget cf 3300 expenditure purchase cf 35111 integrated waste management cf 3512 equipment cf 61425 environmental education superintendent designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach conservation management goal cf 7110 facility master plan cf 7111 evaluating existing building superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal superintendent designee shall periodically report board district s progress meeting conservation management goal storm water management board desire ensure maximum extent practicable district reduce discharge pollutant water system order minimize threat water quality storm water runoff district designated state water resource control board regional water quality control board superintendent designee shall ensure district complies applicable general permit requirement cf 3514 environmental safety cf 35141 hazardous substance cf 35142 integrated pest management superintendent designee shall develop storm water management plan shall submit plan resolution authorizing implementation plan board approval district s plan shall describe best management practice measurable goal timetable implementation following area 1 public education outreach storm water impact 2 public participation participation adoption implementation plan 3 illicit discharge detection elimination map program detect eliminate illicit nonstorm water discharge 4 construction site storm water runoff control reviewing construction plan inspecting site tracking construction site runoff well erosion sediment control 5 postconstruction storm water management developing design standard preventing runoff verifying proper maintenance operation control procedure board policy manual southern humboldt joint unified school district 6 pollution prevention good housekeeping evaluating waste disposal material storage equipment cleaning procedure spill prevention including bus maintenance facility superintendent designee shall regularly report board status district s implementation effort
12630570000000,Humboldt,Trinidad Union Elementary,Rural,Elementary School District,168,63,1,2017,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031065&revid=dJv8kTT8MnKzU350HnA6ZA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,0.0,0.0,0,0,0,1,1.0,4.5,0,4.5,0.0,2.5,0.5,7.0,Trinidad_Union_BP3511.pdf,governing board recognizes environmental financial benefit derived conserving energy water natural resource preparing f environment promotes health wellbeing student staff support district goal energy water management superintendent design include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source red conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintend guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conserv local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality st superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit coverage req general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 superintendent designee shall develop storm water management plan complies provision applicable permit describes best managem timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruptio facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police policy reference disclaimer reference intended part policy indicate basis authority board enact policy instead pro policy state description 23 ccr 2200 discharge permit fee 23 ccr 490495 model water efficient landscape ordinance ed code 172131 school site ed code 17280 construction school building ed code 35275 coordination new facility recreation park authority ed code 46392 emergency gov code 53097 compliance city county ordinance pub re code 2541025422 energy conservation assistance wat code 13383 compliance federal water pollution control act wat code 133835 storm water discharge monitoring requirement wat code 1893 recommendation best design use practice federal description 33 usc 1342 national pollutant discharge elimination system 40 cfr 122112264 national pollutant discharge elimination system management resource description ca state water re control board pub guidance design construction vegetated low impact development project 2016 california department education publication guidance stormwater dry weather runoff capture california practice use runof california department education publication average daily attendance credit period emergency management advisory 9001 california department education publication blueprint environmental literacy educating every student environm u environmental protection agency publication national management measure control nonpoint source pollution urban area 2005 website csba district county office education legal service website california department water resource website california division state architect website green school yard america website alliance save energy website california state water resource control board website california stormwater quality association website collaborative high performance school policy 3511 energy water management status adopted original adopted date 04132017 last revised date 09102019 last reviewed date 09102019 board policy manual trinidad union esd website california energy commission website u environmental protection agency website csba website california department education school facility management resource description cross reference code description 0200 goal school district 0450 comprehensive safety plan 0450 comprehensive safety plan 1100 communication public 1150 commendation award 13301 joint use agreement 1400 relation governmental agency school 3000 concept role 3100 budget 3100 budget 3300 expenditure purchase 3311 bid 3311 bid 3400 management district assetsaccounts 3400 management district assetsaccounts 3510 green school operation 35111 integrated waste management 35111 integrated waste management 3512 equipment 3512e 1 equipment 3514 environmental safety 3514 environmental safety 35141 hazardous substance 35141 hazardous substance 35142 integrated pest management 3516 emergency disaster preparedness plan 3516 emergency disaster preparedness plan 35165 emergency schedule 3540 transportation 3551 food service operationscafeteria fund 3551 food service operationscafeteria fund 4231 staff development 51417 sun safety 61425 environmental education 614293 science instruction 7110 facility master plan 7111 evaluating existing building
12753820000000,Humboldt,Mattole Unified,Rural,Unified School District,35,40,1,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030322&revid=om3EuuHXPHwrzkv0KprfmQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,0.0,1,0.0,0.0,1,0,0,0,0.5,3.5,0,3.5,0.0,3.0,0.0,6.5,Mattole_United_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 06112019 last reviewed date 06112019 board education recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 superintendent designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider board policy manual mattole unified school district
12755150000000,Humboldt,Eureka City Schools,Town,Unified School District,3686,74,1,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030728&revid=NWViv1XBpyZHcpjllkrrew==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,1.0,1.0,1,0,0,1,1.0,6.0,2,8.0,0.0,3.0,1.5,10.5,Eureka_City_Schools_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 11142019 last reviewed date 11142019 board education recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 board policy manual eureka city school
12768020000000,Humboldt,Fortuna Elementary,Town,Elementary School District,1269,77,1,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030743&revid=RPshpsapTU7zMijjbedPag==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,0.0,0.0,1,1,0,1,1.5,5.5,0,5.5,0.0,3.0,1.0,8.5,Fortuna_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 04052012 last reviewed date 04052012 board trustee recognizes importance minimizing district s use natural resource providing highquality environment promotes health productivity effectively managing district s fiscal resource end superintendent designee shall develop resource management program includes strategy implementing effective sustainable resource practice exploring renewable clean energy technology reducing energy water consumption minimizing utility cost reducing amount waste consumable material encouraging recycling green procurement practice promoting conservation principle superintendent designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach conservation management goal superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal superintendent designee shall periodically report board district s progress meeting conservation management goal storm water management superintendent designee shall develop storm water management plan shall submit plan resolution authorizing implementation plan board approval district s plan shall describe best management practice measurable goal timetable implementation following area 1 public education outreach storm water impact 2 public participation participation adoption implementation plan 3 illicit discharge detection elimination map program detect eliminate illicit nonstorm water discharge 4 construction site storm water runoff control reviewing construction plan inspecting site tracking construction site runoff well erosion sediment control 5 postconstruction storm water management developing design standard preventing runoff verifying proper maintenance operation control procedure 6 pollution prevention good housekeeping evaluating waste disposal material storage equipmentcleaning procedure spill prevention including bus maintenance facility superintendent designee shall regularly report board status district s implementation effort board policy manual fortuna elementary school district
13630730000000,Imperial,Brawley Elementary,Town,Elementary School District,3901,87,1,2009,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030712&revid=VC62UJDAyZSSnvHslYU1qQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,1.0,0.0,1,1,0,0,1.0,5.0,0,5.0,0.0,3.0,1.0,8.0,Brawley_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 10272009 last revised date 10262021 last reviewed date 10262021 governing board recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 superintendent designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider board policy manual brawley elementary school district
13630990000000,Imperial,Calexico Unified,Suburban,Unified School District,8146,93,1,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030714&revid=8vGz3Tcm3Dgi2IvQFcgKMg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,0.0,1,0,0,0,1.0,5.0,0,5.5,0.5,3.0,1.0,8.5,Calexico_Unified_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 07152010 last reviewed date 07152010 board education recognizes importance minimizing district s use natural resource providing highquality environment promotes health productivity effectively managing district s fiscal resource end superintendent designee shall develop resource management program includes strategy implementing effective sustainable resource practice exploring renewable clean energy technology reducing energy water consumption minimizing utility cost reducing amount waste consumable material encouraging recycling green procurement practice promoting conservation principle superintendent designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach conservation management goal superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal superintendent designee shall periodically report board district s progress meeting conservation management goal storm water management board desire ensure maximum extent practicable district reduce discharge pollutant water system order minimize threat water quality storm water runoff district designated state water resource control board regional water quality control board superintendent designee shall ensure district complies applicable general permit requirement superintendent designee shall develop storm water management plan shall submit plan resolution authorizing implementation plan board approval district s plan shall describe best management practice measurable goal timetable implementation following area 1 public education outreach storm water impact 2 public participation participation adoption implementation plan 3 illicit discharge detection elimination map program detect eliminate illicit nonstorm water discharge 4 construction site storm water runoff control reviewing construction plan inspecting site tracking construction site runoff well erosion sediment control 5 postconstruction storm water management developing design standard preventing runoff verifying proper maintenance operation control procedure 6 pollution prevention good housekeeping evaluating waste disposal material storage equipment cleaning procedure spill prevention including bus maintenance facility superintendent designee shall regularly report board status district s implementation effort board policy manual calexico unified school district
13631070000000,Imperial,Calipatria Unified,Town,Unified School District,1086,89,1,2008,2019,"Pg. 94-95  https://4.files.edl.io/7ce7/03/31/22/002756-cb0225f8-2660-495c-8904-95b29ffa8422.pdf
",3.0,0,0,1,1.0,1.0,0,0.0,0.0,1,0,0,1,1.5,5.0,1,6.0,0.0,2.5,1.0,9.0,Calipatria_Unified_BP3511.pdf,board policy bp 3511 business noninstructional operation energy water management governing board recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity cost reducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 superintendent designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider legal reference next page energy water management continued bp 3511 b legal reference education code 172131 school site 17280 construction school building 35275 coordination new facility recreation park authority 41422 school term session length failure comply due disaster 46392 emergency condition ada estimate government code 53097 local agency public resource code 2541025421 energy conservation assistance water code 1893 recommendation best design use practice 13383 compliance federal water pollution control act 133835 storm water discharge monitoring requirement code regulation title 23 490495 model water efficient landscape ordinance 2200 discharge permit fee united state code title 33 1342 national pollutant discharge elimination system code federal regulation title 40 122112264 national pollutant discharge elimination system 301 707 519 adopted board trustee date 081108 july 8 2019
13631150000000,Imperial,Central Union High,Urban,High School District,4023,78,1,2019,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030729&revid=bIAmfAq0aY877zuQNQh3bg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,1.0,0,1.5,0.5,0.5,0.5,4.5,Central_Union_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 11122019 last revised date 09122023 last reviewed date 09122023 board trustee recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee may consider strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement storm water management extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendent designee shall ensure district complies applicable storm water discharge standard specified general permit requirement coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 emergency interruption service superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider board policy manual central union high school district
13631230000000,Imperial,El Centro Elementary,Urban,Elementary School District,5430,87,1,2015,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030770&revid=jCUtp0a2GQzx9LplusQy5uiqw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,1.0,0,1.0,0.0,0.5,0.5,4.0,El_Centro_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 05122015 last revised date 06252019 last reviewed date 06252019 board trustee recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement board policy manual el centro elementary school district
13631490000000,Imperial,Holtville Unified,Town,Unified School District,1582,82,1,2006,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030651&revid=EJfWN2fwslshVTGWhUenHpt5Q==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,0.0,0.0,0,0,0,0,0.0,3.5,0,3.5,0.0,3.0,0.5,6.5,Holtville_Unified_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 07202006 last revised date 11132017 last reviewed date 11132017 board education recognizes importance minimizing district s use natural resource providing highquality environment promotes health productivity effectively managing district s fiscal resource end superintendent designee shall develop resource management program includes strategy implementing effective sustainable resource practice exploring renewable clean energy technology reducing energy water consumption minimizing utility cost reducing amount waste consumable material encouraging recycling green procurement practice promoting conservation principle superintendent designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach conservation management goal superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal superintendent designee shall periodically report board district s progress meeting conservation management goal storm water management board desire ensure maximum extent practicable district reduce discharge pollutant water system order minimize threat water quality storm water runoff district designated state water resource control board regional water quality control board superintendent designee shall ensure district complies applicable general permit requirement superintendent designee shall develop storm water management plan shall submit plan resolution authorizing implementation plan board approval district s plan shall describe best management practice measurable goal timetable implementation following area 1 public education outreach storm water impact 2 public participation participation adoption implementation plan 3 illicit discharge detection elimination map program detect eliminate illicit nonstorm water discharge 4 construction site storm water runoff control reviewing construction plan inspecting site tracking construction site runoff well erosion sediment control 5 postconstruction storm water management developing design standard preventing runoff verifying proper maintenance operation control procedure 6 pollution prevention good housekeeping evaluating waste disposal material storage equipmentcleaning procedure spill prevention including bus maintenance facility superintendent designee shall regularly report board status district s implementation effort board policy manual holtville unified school district
13631800000000,Imperial,McCabe Union Elementary,Rural,Elementary School District,1164,49,1,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030325&revid=ISRzPleebOU4sJCFW5rG3w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,1.0,0.0,0,0,0,0,0.0,3.0,0,3.5,0.5,3.0,0.0,6.5,McCabe_Union_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 06252019 board trustee recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 superintendent designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider board policy manual mccabe union elementary school district
13631980000000,Imperial,Meadows Union,Suburban,Elementary School District,370,83,1,2020,2020,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031020&revid=kK4sYwbAuNHZDZv7p2kEPg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,0,1.0,0.0,1,0.0,0.0,0,0,0,0,0.5,3.25,0,3.25,0.0,2.25,0.5,6.25,Meadows_Union_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 09082020 last reviewed date 09082020 board trustee recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendentprincipal designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendentprincipal designee may solicit input staff student parentsguardians regarding district s resource management program superintendentprincipal designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendentprincipal designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendentprincipal designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendentprincipal designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendentprincipal designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 emergency interruption service superintendentprincipal designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider board policy manual meadow union elementary school district
