CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 7111 Evaluating Existing Buildings,BP 7111 Year Adopted,BP 7111 Year of Policy Update if applicable,BP 7111 Link to Policy,AR: 7111 Evaluating Existing Buildings,AR 7111 Year Adopted,AR 7111 Year of Policy Update if applicable,AR 7111 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP7111: Path to PDF,BP7111: PDF Text,AR7111: Path to PDF,AR7111: PDF Text
7617540000000,Contra Costa,Mt. Diablo Unified,Suburban,Unified School District,30009,48,1.0,1999,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030590&revid=WdSAg8Ym2vo5rs46OOAAmg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,1999,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030590&revid=WdSAg8Ym2vo5rs46OOAAmg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,0.0,1,1,1,1,2.5,6.5,1,9.5,2.0,3.0,1.0,12.5,,,Mt_Diablo_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 02011999 last revised date 05112022 last reviewed date 05112022 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 17365 17374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual mt diablo unified school district
7617620000000,Contra Costa,Oakley Union Elementary,Suburban,Elementary School District,5098,48,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030613&revid=npYrwER3VH54PoJKkMI4QQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,1.0,0,0.0,0.0,1,1,1,1,1.0,5.0,0,5.0,0.0,3.0,1.0,8.0,,,Oakley_Union_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 08172016 last reviewed date 08172016 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual oakley union elementary school district
7617700000000,Contra Costa,Orinda Union,Suburban,Elementary School District,2554,4,0.0,,,,1.0,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030624&revid=cZq6q1exnuCM5zRQnX3c5A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,1,0.0,0.0,0,0,0,1,1.5,5.5,0,6.0,0.5,2.5,1.5,9.0,,,Orinda_Union_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 03112019 last reviewed date 03112019 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual orinda union school district
7617880000000,Contra Costa,Pittsburg Unified,Suburban,Unified School District,10709,83,0.0,,,,1.0,2008,2008,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030783&revid=LsnmEs1UdejysP6qI8S05w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,1.0,1,0,0,1,2.5,8.0,4,15.0,3.0,3.0,2.5,18.0,,,Pittsburg_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 08132008 last reviewed date 08132008 superintendent designee shall periodically evaluate adequacy design existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff fulfill legal requirement safety structural soundness access disabled energy conservation event department general service licensed structural engineer licensed architect find report board education district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 energy efficiency evaluating existing building superintendent designee shall arrange preaudit postaudit school building utility firm extent service available information provided service shall used determine cost retrofitting building saving may result adding insulation making design modification using energyconserving device district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 report existing building capacity district shall submit onetime report existing school capacity state allocation board district s appropriate attendance area s existing school capacity shall calculated pursuant formula set forth education code 17071101707140 2 ccr 18591859106 board policy manual pittsburg unified school district
7618040000000,Contra Costa,San Ramon Valley Unified,Urban,Unified School District,29235,11,0.0,,,,1.0,2016,2016,https://docs.google.com/spreadsheets/d/18P38jWdGWvy8a1fFOh4GeVW_epRTrviQXqsBV97GZWU/edit#gid=0,3.0,0,1,1,1.0,1.0,1,0.0,0.0,0,0,0,1,1.5,6.0,0,6.0,0.0,3.0,1.5,9.0,,,San_Ramon_Valley_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 03222016 last reviewed date 03222016 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board education district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual san ramon valley unified school district
7618120000000,Contra Costa,Walnut Creek Elementary,Urban,Elementary School District,3547,24,0.0,,,,1.0,2018,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030279&revid=DNAQ8A7fA020KzFSXQZwyA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,0.0,0.0,1,1,0,1,2.5,6.5,0,6.5,0.0,3.0,1.0,9.5,,,Walnut_Creek_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 06182018 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual walnut creek school district
8618200000000,Del Norte,Del Norte County Unified,Town,Unified School District,3719,70,0.0,,,,1.0,1999,1999,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030752&revid=iCCdyayU4yslsh525slshSTMF7Eg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,0,1.0,1.0,1,0.0,0.0,0,0,0,1,1.5,4.5,1,6.5,1.0,2.5,0.5,9.5,,,Del_Norte_County_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 06101999 last reviewed date 06101999 superintendent designee shall periodically evaluate adequacy design existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff fulfill legal requirement safety structural soundness access disabled energy conservation event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 energy efficiency evaluating existing building superintendent designee shall arrange preaudit postaudit school building utility company independent energy audit firm extent service available information provided service shall used determine cost retrofitting building saving may result adding insulation making design modification using energyconserving device district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 report existing building capacity district shall submit onetime report existing school capacity state allocation board district s appropriate attendance area s existing school capacity shall calculated pursuant formula set forth education code 17071101707140 2 ccr 18591859106 board policy manual del norte county unified school district
9618380000000,El Dorado,Buckeye Union Elementary,Suburban,Elementary School District,10189,34,0.0,,,,1.0,2009,2009,https://simbli.eboardsolutions.com/Policy/PolicyListing.aspx?S=36030812&ptid=amIgTZiB9plushNjl6WXhfiOQ==,3.0,0,1,1,1.0,1.0,1,0.0,0.0,1,0,0,1,1.0,4.5,0,5.0,0.5,3.0,0.5,8.0,,,Buckeye_Union_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 05072008 last reviewed date 05072008 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual buckeye union elementary school district
9618460000000,El Dorado,Camino Union Elementary,Rural,Elementary School District,428,54,0.0,,,,1.0,2009,2009,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030569&revid=K3KfyUVB5MsHaA16plusuMypA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,0.0,0.0,1,0.0,0.0,1,1,0,0,0.0,2.5,0,3.0,0.5,2.5,0.0,6.0,,,Camino_Union_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 01272009 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation cf 0410 nondiscrimination district program activity cf 3511 energy water management cf 3514 environmental safety cf 3515 campus security cf 3516 emergency disaster preparedness plan cf 3517 facility inspection addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process cf 7110 facility master plan structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual camino union elementary school district
9618530000000,El Dorado,El Dorado Union High,Suburban,High School District,6541,23,0.0,,,,1.0,2017,2017,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030797&revid=jmKhu1hWq7Nplusj5trGbIfuQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,0.0,1,0,0,1,0.0,4.0,3,8.0,1.0,3.0,1.0,11.0,,,El_Dorado_Union_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 04252017 new construction superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual el dorado union high school district
9618790000000,El Dorado,Gold Oak Union Elementary,Rural,Elementary School District,435,40,1.0,2004,2018,https://www.gousd.org/files/user/6/file/7111BP.pdf,0.0,,,,3.0,0,0,0,1.0,1.0,0,0.0,0.0,0,0,0,1,1.0,2.0,0,2.0,0.0,1.0,0.0,5.0,,,,
9618950000000,El Dorado,Indian Diggings Elementary,Rural,Elementary School District,8,13,1.0,2020,2020,"pg. 55 - not the templated policy 

https://www.idschool.org/files/user/2/file/School-Board/IDESD-Board-Policies-Revised-2022.pdf ",0.0,,,,1.5,0,1,0,1.0,0.0,0,0.0,0.0,0,0,0,1,0.0,1.25,0,1.75,0.5,1.25,0.0,3.25,,,,
9619030000000,El Dorado,Lake Tahoe Unified,Town,Unified School District,3590,57,0.0,,,,1.0,2003,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030287&revid=Ftv090sAD8IhuH3ejplusOONQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,0,1,2.5,6.5,1,8.0,0.5,3.0,1.0,11.0,,,Lake_Tahoe_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 05132003 last revised date 07262016 last reviewed date 07262016 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board education district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual lake tahoe unified school district
9619110000000,El Dorado,Latrobe,Rural,Elementary School District,168,29,0.0,,,,1.0,2007,2007,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030721&revid=z2SVMBJGxZgjXMrCgZQtzg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,0,0.0,0.0,0,0,0,0,0.5,2.5,0,2.5,0.0,1.0,1.0,5.5,,,Latrobe_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 09182007 last reviewed date 09182007 superintendentprincipal designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendentprincipal designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendentprincipal designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendentprincipal designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual latrobe school district
9619290000000,El Dorado,Mother Lode Union Elementary,Rural,Elementary School District,861,56,1.0,2020,2020,"Not the templated policy

https://agendacast.edfographics.com/AgendaCastFiles/PolicyUpdates/1969/3.3%20Eval%20Projects%20and%20Prep%20of%20Env%20Impact%20Reports.pdf ",0.0,,,,1.0,1,1,1,1.0,1.0,1,0.0,0.0,0,0,0,0,1.0,4.0,0,4.5,0.5,2.5,0.5,5.5,,,,
9619450000000,El Dorado,Pioneer Union,Rural,Elementary School District,280,53,0.0,,,,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031396&revid=USpwtutfQG9z5hGNaYCVAA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,2.5,0,0,1,1.0,1.0,0,0.0,0.0,1,1,0,1,1.5,5.5,0,5.5,0.0,3.0,1.0,8.0,,,Pioneer_Union_El_Dorado_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 06132023 last reviewed date 06132023 superintendentprincipal designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendentprincipal designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendentprincipal designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 17365 17374 pertaining structural safety education code 17291 energy efficiency extent service available superintendentprincipal designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual pioneer union elementary school district
9619520000000,El Dorado,Placerville Union Elementary,Town,Elementary School District,1204,62,0.0,,,,1.0,2007,2007,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030378&revid=dzRNjOLDsWrWKzplus4FtwWsQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,0.0,0.0,1,1,0,1,1.0,3.5,1,4.5,0.0,2.5,0.0,7.5,,,Placerville_Union_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 09192007 last reviewed date 09192007 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual placerville union school district
9619600000000,El Dorado,Pollock Pines Elementary,Town,Elementary School District,575,52,0.0,,,,1.0,2012,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030387&revid=InVglt5x99JSSTmpJvdWqQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,0,1.0,0.0,1,1,0,1,1.0,4.5,0,4.5,0.0,3.0,0.5,7.5,,,Pollock_Pines_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 11132012 last revised date 04122016 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual pollock pine elementary school district
9619780000000,El Dorado,Rescue Union Elementary,Suburban,Elementary School District,3512,18,0.0,,,,1.0,2005,2005,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030370&revid=b9sACyhGUX87Zhg85huCslshA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,1.0,0.0,1,1,0,1,1.5,5.5,1,6.5,0.0,3.0,1.0,9.5,,,Rescue_Union_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 05242005 last reviewed date 05242005 superintendent designee shall periodically evaluate adequacy design existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff fulfill legal requirement safety structural soundness access disabled energy conservation event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 energy efficiency evaluating existing building superintendent designee shall arrange preaudit postaudit school building utility firm extent service available information provided service shall used determine cost retrofitting building saving may result adding insulation making design modification using energyconserving device district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 report existing building capacity district shall submit onetime report existing school capacity state allocation board district s appropriate attendance area s existing school capacity shall calculated pursuant formula set forth education code 17071101707140 2 ccr 18591859106 board policy manual rescue union school district
9619860000000,El Dorado,Silver Fork Elementary,Rural,Elementary School District,16,56,0.0,,,,1.0,1999,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030201&revid=OEjNtFf8vxfKpluspf6bCeZIg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,,,Silver_Fork_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 02011999 last revised date 03012016 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 17365 17374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual silver fork elementary school district
